Body_Type,Gender,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_Efficiency,CarbonEmission
obese,male,omnivore,more frequently,electricity,private,often,241,very frequently,4501,extra large,1,3,25,3,Yes,4878
overweight,female,omnivore,less frequently,wood,private,sometimes,192,frequently,7397,extra large,7,6,17,20,Sometimes,4426
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,never,244,rarely,61,medium,7,0,19,9,Sometimes,1688
underweight,female,vegan,less frequently,wood,public,sometimes,119,rarely,1797,small,2,3,24,22,Sometimes,992
normal,female,pescatarian,less frequently,electricity,public,often,129,very frequently,595,large,2,8,39,0,No,2309
obese,female,omnivore,daily,natural gas,public,sometimes,58,frequently,906,large,7,8,31,3,Yes,2400
obese,male,pescatarian,daily,natural gas,walk/bicycle,sometimes,287,frequently,31,small,7,18,38,11,No,2645
normal,female,pescatarian,less frequently,electricity,private,often,169,frequently,1769,extra large,7,18,34,0,Yes,2519
obese,male,omnivore,twice a day,electricity,walk/bicycle,sometimes,112,rarely,64,large,6,22,7,12,Sometimes,1622
obese,male,pescatarian,less frequently,electricity,public,often,202,frequently,41,extra large,5,12,1,15,No,2276
obese,male,vegan,more frequently,electricity,private,sometimes,115,frequently,1776,large,2,1,33,14,No,2238
normal,female,pescatarian,less frequently,coal,private,never,194,frequently,7148,small,7,10,43,17,Yes,3633
obese,male,pescatarian,twice a day,electricity,walk/bicycle,often,267,rarely,76,large,3,14,44,10,Yes,2137
obese,female,vegan,more frequently,electricity,public,never,108,frequently,756,large,6,13,38,11,No,2231
overweight,male,pescatarian,daily,wood,private,often,188,very frequently,1230,small,2,24,17,20,No,3088
obese,female,omnivore,twice a day,wood,private,often,292,very frequently,6992,medium,3,23,32,20,Yes,4324
underweight,female,pescatarian,more frequently,wood,public,sometimes,129,very frequently,1246,large,2,9,42,22,Yes,2319
overweight,male,vegetarian,more frequently,coal,public,never,161,never,1204,small,1,1,11,6,No,1320
obese,male,vegan,daily,natural gas,private,never,156,frequently,2041,large,1,17,0,18,Sometimes,1484
obese,male,vegetarian,daily,natural gas,private,never,122,rarely,4277,extra large,7,8,49,3,Yes,2997
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,often,258,rarely,88,small,7,24,22,23,No,1746
obese,female,omnivore,less frequently,natural gas,walk/bicycle,often,217,frequently,36,large,6,1,43,8,Yes,2881
overweight,male,vegan,less frequently,electricity,private,never,88,never,8656,medium,1,4,50,10,Yes,3680
overweight,male,pescatarian,more frequently,electricity,public,never,122,rarely,1882,medium,2,12,35,5,No,1302
underweight,male,vegan,twice a day,wood,private,never,181,very frequently,7885,large,1,0,39,6,Sometimes,3492
obese,female,vegetarian,more frequently,coal,walk/bicycle,often,73,never,87,extra large,7,11,35,13,Sometimes,2355
normal,male,pescatarian,less frequently,wood,private,never,295,frequently,9151,small,7,2,33,23,Yes,4359
underweight,female,vegan,less frequently,coal,private,never,50,never,8636,extra large,1,8,7,23,Yes,1910
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,never,60,very frequently,16,small,2,20,44,8,Sometimes,2021
obese,female,pescatarian,daily,electricity,walk/bicycle,often,260,rarely,16,large,4,19,3,23,Yes,1732
obese,female,pescatarian,twice a day,wood,walk/bicycle,often,138,never,37,medium,3,11,32,9,Sometimes,1441
normal,female,vegetarian,less frequently,coal,walk/bicycle,sometimes,182,very frequently,58,large,2,22,27,17,Yes,2336
obese,male,omnivore,daily,natural gas,walk/bicycle,often,182,frequently,84,medium,7,14,49,0,Yes,2903
overweight,female,vegan,less frequently,natural gas,private,never,185,rarely,7570,extra large,2,14,48,13,No,2845
underweight,female,vegan,more frequently,coal,private,sometimes,152,never,957,medium,1,16,13,13,Sometimes,974
obese,male,omnivore,less frequently,wood,public,sometimes,76,frequently,1424,extra large,2,11,33,6,No,2389
overweight,male,omnivore,twice a day,natural gas,public,often,154,never,716,medium,3,19,40,16,Yes,1663
overweight,female,vegetarian,more frequently,electricity,private,often,131,very frequently,6808,extra large,7,14,3,2,Yes,3549
normal,male,vegetarian,twice a day,coal,public,sometimes,215,rarely,1793,medium,2,12,34,16,No,1845
overweight,female,vegetarian,more frequently,electricity,public,never,142,rarely,579,extra large,3,14,19,5,Yes,1231
normal,male,vegan,less frequently,coal,private,never,121,rarely,2795,large,1,3,33,21,No,2165
overweight,female,vegan,daily,natural gas,walk/bicycle,sometimes,254,rarely,79,extra large,2,14,3,20,Yes,1052
obese,male,vegan,twice a day,natural gas,public,sometimes,130,frequently,1910,small,4,0,48,6,Sometimes,2461
normal,female,vegan,more frequently,electricity,private,never,93,rarely,6192,large,5,6,26,21,Yes,1103
obese,female,omnivore,twice a day,wood,public,sometimes,283,never,970,medium,6,18,28,6,Sometimes,1754
underweight,male,pescatarian,more frequently,wood,walk/bicycle,sometimes,269,rarely,50,medium,4,7,29,3,Sometimes,1430
underweight,female,vegan,less frequently,coal,public,sometimes,190,never,959,medium,7,5,25,23,Yes,1361
obese,male,vegan,daily,natural gas,private,sometimes,225,never,5955,medium,1,12,48,0,Yes,1644
normal,female,pescatarian,daily,coal,walk/bicycle,often,179,frequently,29,small,5,10,4,20,Sometimes,1643
normal,female,pescatarian,twice a day,electricity,private,often,197,very frequently,4602,small,4,11,7,1,No,2310
overweight,female,vegan,less frequently,natural gas,walk/bicycle,often,96,very frequently,11,small,1,15,9,24,Sometimes,2159
overweight,female,pescatarian,daily,natural gas,public,sometimes,202,never,833,medium,5,23,16,10,Sometimes,1475
normal,male,pescatarian,more frequently,electricity,private,often,65,never,3215,small,6,4,7,12,Sometimes,1636
obese,male,pescatarian,twice a day,natural gas,walk/bicycle,often,211,very frequently,11,small,3,3,46,2,Sometimes,3127
obese,male,omnivore,daily,electricity,walk/bicycle,sometimes,289,rarely,44,extra large,5,24,11,23,Sometimes,2179
underweight,female,omnivore,twice a day,electricity,public,often,288,very frequently,1671,extra large,4,19,7,4,No,2479
obese,female,vegetarian,daily,natural gas,private,sometimes,149,rarely,4711,large,3,0,22,9,Sometimes,1397
obese,male,vegetarian,twice a day,natural gas,public,often,248,rarely,576,medium,7,6,46,8,No,2330
obese,female,vegetarian,less frequently,electricity,private,never,133,very frequently,3587,large,7,7,48,11,No,4300
obese,female,vegetarian,daily,natural gas,walk/bicycle,never,132,very frequently,63,extra large,6,17,5,15,Sometimes,2946
obese,female,vegan,less frequently,natural gas,public,often,282,frequently,1217,extra large,4,14,0,15,Sometimes,2059
underweight,male,pescatarian,daily,coal,public,often,97,very frequently,552,medium,2,9,3,2,Yes,2196
obese,male,vegan,less frequently,electricity,walk/bicycle,sometimes,250,frequently,39,extra large,1,20,38,16,No,2150
underweight,female,pescatarian,more frequently,coal,walk/bicycle,often,166,very frequently,34,large,1,23,34,7,No,2458
underweight,female,vegan,more frequently,wood,walk/bicycle,often,184,never,44,medium,1,4,14,16,No,1022
obese,male,vegan,twice a day,wood,private,sometimes,238,very frequently,4870,extra large,2,11,37,15,Yes,4631
underweight,male,vegetarian,more frequently,natural gas,private,never,203,frequently,1405,extra large,2,16,46,10,No,2019
obese,male,omnivore,daily,wood,walk/bicycle,never,280,rarely,51,extra large,5,22,47,2,Yes,2819
normal,male,omnivore,less frequently,electricity,private,never,164,rarely,9025,small,2,24,50,16,Yes,2894
normal,male,vegetarian,twice a day,wood,public,often,188,never,1540,extra large,6,17,19,14,Yes,1972
overweight,male,omnivore,daily,coal,public,never,218,very frequently,1379,medium,1,13,21,19,Sometimes,3015
normal,male,pescatarian,less frequently,natural gas,private,never,251,never,125,small,4,22,28,5,No,1268
underweight,female,vegetarian,twice a day,wood,public,never,111,frequently,278,small,5,1,27,5,Sometimes,1560
overweight,female,omnivore,more frequently,natural gas,private,often,192,never,6654,small,1,24,5,8,Yes,965
obese,female,vegan,twice a day,coal,private,often,176,very frequently,6053,medium,2,2,33,17,No,4034
normal,female,omnivore,twice a day,natural gas,public,often,274,rarely,1045,large,2,21,20,5,Yes,1341
obese,male,omnivore,less frequently,coal,public,never,97,never,1991,small,5,20,4,18,Sometimes,1496
underweight,female,vegan,twice a day,wood,private,often,178,very frequently,3956,small,7,16,46,24,Sometimes,3247
normal,female,vegetarian,daily,natural gas,private,often,69,frequently,3278,medium,3,24,12,16,No,2270
overweight,female,omnivore,more frequently,electricity,public,never,60,rarely,755,extra large,1,21,24,23,Yes,844
overweight,male,vegan,less frequently,electricity,private,often,143,never,1986,large,4,6,10,14,No,1153
overweight,female,vegan,less frequently,coal,public,never,56,frequently,1343,medium,4,5,16,20,No,1843
obese,female,pescatarian,less frequently,natural gas,walk/bicycle,sometimes,270,frequently,34,medium,2,24,10,18,Sometimes,1641
underweight,female,vegan,daily,wood,walk/bicycle,never,213,very frequently,13,medium,2,20,20,10,Yes,1801
obese,male,omnivore,less frequently,electricity,walk/bicycle,often,267,rarely,8,medium,2,16,11,10,Sometimes,1494
obese,male,pescatarian,less frequently,electricity,public,often,69,never,14,large,6,12,29,3,Sometimes,1401
overweight,male,vegan,more frequently,natural gas,walk/bicycle,sometimes,140,never,90,medium,5,20,18,13,No,1615
obese,male,omnivore,daily,electricity,public,often,195,rarely,606,medium,2,7,15,24,Sometimes,1574
underweight,female,omnivore,daily,wood,private,often,103,rarely,9012,large,2,24,5,0,No,2960
obese,male,vegan,daily,wood,public,sometimes,206,very frequently,810,large,7,23,9,17,Yes,3581
normal,male,vegan,less frequently,coal,walk/bicycle,sometimes,155,never,44,large,4,22,24,10,Sometimes,1414
underweight,female,vegan,less frequently,wood,private,sometimes,145,frequently,2157,extra large,7,7,47,5,No,2588
obese,female,omnivore,more frequently,wood,public,sometimes,54,very frequently,631,extra large,1,24,18,8,Yes,2455
normal,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,184,never,91,small,5,19,48,23,No,1365
overweight,male,vegetarian,more frequently,wood,walk/bicycle,sometimes,114,rarely,97,medium,3,24,25,16,Yes,1320
normal,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,214,very frequently,40,extra large,2,21,43,2,Yes,2135
obese,male,vegetarian,twice a day,coal,walk/bicycle,never,79,very frequently,74,small,7,5,1,11,Sometimes,2616
obese,male,pescatarian,less frequently,electricity,public,often,202,very frequently,104,small,5,7,3,1,Sometimes,2546
underweight,female,vegetarian,daily,coal,public,never,260,rarely,719,medium,1,24,45,12,Yes,1582
obese,female,vegan,twice a day,electricity,public,often,184,frequently,1234,medium,1,13,39,21,No,2200
overweight,female,vegan,daily,wood,public,never,129,frequently,512,small,7,3,42,18,No,2133
normal,female,pescatarian,twice a day,coal,walk/bicycle,sometimes,99,rarely,51,extra large,6,4,35,21,Yes,1899
underweight,male,pescatarian,daily,wood,public,sometimes,138,rarely,1598,large,4,24,16,20,Yes,1710
obese,female,vegetarian,more frequently,natural gas,private,often,147,very frequently,4171,extra large,7,11,49,13,No,4893
obese,female,pescatarian,daily,natural gas,private,never,63,very frequently,6824,extra large,2,4,2,23,Yes,4082
underweight,male,pescatarian,more frequently,natural gas,public,often,58,never,1921,small,4,9,41,21,Yes,1535
obese,male,omnivore,twice a day,electricity,public,sometimes,155,frequently,671,large,5,9,31,3,Sometimes,2511
normal,female,omnivore,more frequently,wood,private,never,291,very frequently,4359,medium,2,1,15,15,No,3175
underweight,female,pescatarian,less frequently,coal,walk/bicycle,never,128,frequently,97,medium,2,20,13,7,No,1329
obese,female,pescatarian,twice a day,coal,walk/bicycle,sometimes,228,very frequently,67,large,1,12,26,22,Yes,2942
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,never,126,never,62,extra large,1,13,27,4,Sometimes,830
underweight,female,vegetarian,more frequently,coal,private,often,294,never,6631,medium,5,19,42,2,Sometimes,1741
obese,male,vegetarian,more frequently,wood,public,often,286,never,794,small,5,18,13,10,No,1651
normal,male,vegetarian,daily,electricity,walk/bicycle,often,215,rarely,14,extra large,5,10,45,23,No,2114
overweight,female,pescatarian,less frequently,electricity,private,often,100,very frequently,721,small,4,7,45,23,No,2730
overweight,female,vegetarian,less frequently,electricity,walk/bicycle,sometimes,54,never,62,extra large,7,15,25,13,No,1455
normal,female,vegetarian,daily,natural gas,public,never,87,very frequently,1215,medium,5,6,39,18,Yes,2336
overweight,female,pescatarian,daily,coal,private,often,111,rarely,3826,small,7,9,7,0,Sometimes,2045
underweight,female,vegan,twice a day,natural gas,public,sometimes,73,frequently,1933,large,1,13,35,12,No,1522
normal,female,omnivore,less frequently,wood,public,never,124,very frequently,56,extra large,5,9,31,20,Sometimes,2716
underweight,female,vegan,twice a day,wood,public,never,213,never,1035,extra large,1,8,22,12,Yes,702
normal,male,vegan,less frequently,natural gas,public,sometimes,121,frequently,1405,extra large,4,10,24,13,Yes,1877
normal,female,vegetarian,daily,electricity,private,often,67,very frequently,1122,large,4,13,1,5,No,1866
underweight,female,omnivore,more frequently,coal,private,often,219,rarely,8525,extra large,2,9,44,15,No,3837
overweight,male,pescatarian,less frequently,natural gas,public,never,177,rarely,1973,small,5,9,41,3,Sometimes,1742
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,often,147,never,95,large,6,8,0,12,No,1132
normal,male,omnivore,twice a day,wood,private,sometimes,248,very frequently,7434,large,4,9,27,1,Sometimes,4768
obese,male,vegetarian,more frequently,coal,walk/bicycle,sometimes,94,rarely,66,extra large,1,21,32,17,Yes,1747
normal,male,pescatarian,twice a day,electricity,walk/bicycle,often,117,rarely,56,large,7,2,20,24,No,1793
underweight,male,omnivore,daily,natural gas,private,often,174,frequently,3662,small,2,9,44,21,Yes,2046
underweight,male,vegan,daily,electricity,walk/bicycle,sometimes,238,frequently,73,small,6,8,17,5,Yes,1477
normal,female,omnivore,less frequently,natural gas,private,never,152,never,6040,small,3,7,49,22,Yes,2779
normal,female,vegetarian,more frequently,coal,walk/bicycle,sometimes,251,never,62,extra large,4,19,22,8,No,1564
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,often,107,very frequently,46,large,3,9,21,8,Yes,2777
underweight,male,vegan,less frequently,coal,public,never,225,never,1631,extra large,1,10,38,21,Yes,1605
underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,never,221,never,19,extra large,7,14,31,19,Yes,1975
normal,male,vegetarian,less frequently,natural gas,public,never,179,rarely,447,large,5,8,12,12,Yes,1594
normal,male,pescatarian,less frequently,natural gas,private,never,139,very frequently,2332,small,7,1,18,10,Sometimes,2972
underweight,male,vegetarian,less frequently,coal,walk/bicycle,sometimes,51,frequently,33,large,4,1,47,14,Yes,2183
obese,female,vegetarian,more frequently,wood,public,sometimes,56,never,36,extra large,7,8,30,17,Sometimes,1923
obese,male,vegetarian,less frequently,wood,private,never,126,very frequently,180,small,4,18,39,0,Sometimes,3227
obese,female,vegan,daily,wood,public,often,78,very frequently,446,large,1,11,22,23,Yes,2292
normal,female,pescatarian,less frequently,electricity,walk/bicycle,never,185,very frequently,13,extra large,6,13,42,23,No,2405
obese,female,omnivore,twice a day,coal,public,sometimes,293,frequently,8,large,6,12,27,17,No,3316
underweight,female,vegetarian,twice a day,coal,public,sometimes,168,frequently,1746,extra large,5,7,10,3,No,1946
normal,female,vegetarian,twice a day,coal,walk/bicycle,sometimes,79,never,0,small,2,4,36,23,No,1322
underweight,female,vegan,twice a day,wood,public,never,299,very frequently,1961,extra large,7,2,47,12,Sometimes,3152
obese,male,vegan,daily,electricity,walk/bicycle,never,251,rarely,19,large,3,23,47,5,No,1850
overweight,male,omnivore,less frequently,electricity,public,often,51,very frequently,1127,medium,6,24,14,15,Sometimes,2243
